gvkey,sector
164046,10
164075,10
164109,10
164132,60
164211,45
164266,35
164283,25
164296,50
164364,40
164408,30
164411,35
164416,25
164432,45
164494,20
164506,20
164511,35
164532,50
164534,20
164557,20
164571,35
164572,40
164607,10
164612,35
164652,35
164660,50
164680,15
164746,45
164755,25
165051,20
165052,25
165123,20
165164,25
165179,35
165209,60
165215,35
165264,40
165358,20
165466,10
165534,45
165556,10
165649,10
165652,10
165675,50
165678,20
165680,45
165702,30
165734,10
165742,35
165746,50
165785,35
165913,20
165914,25
165927,15
166005,40
166061,10
166087,20
166213,20
166230,15
166303,45
166363,10
166368,40
166385,20
166435,35
166443,15
166458,10
166482,20
166562,45
166563,10
166593,45
166706,45
170360,10
170375,60
170384,50
170396,40
170527,30
170555,10
170615,45
170616,45
170617,50
170627,10
170639,10
170714,60
170748,10
170750,10
170773,10
170781,10
170841,10
170875,25
170945,35
170969,35
170975,20
171007,45
171067,45
171137,40
171139,10
171141,25
171212,10
174077,45
174121,20
174134,35
174136,35
174160,35
174169,10
174282,10
174310,20
174312,10
174317,45
174360,40
174389,40
174390,35
174393,20
174490,50
174507,35
174531,45
174648,35
174656,10
174700,20
174729,25
174876,35
174926,60
175004,50
175006,10
175064,35
175087,15
175110,20
175111,45
175157,10
175163,35
175264,20
175269,30
175271,10
175307,60
175308,35
175319,25
175404,45
175483,35
175510,10
175523,50
175533,35
175606,20
175654,20
175689,20
175739,25
175900,25
175955,45
175983,30
176017,35
176035,45
176070,10
176083,25
176092,20
176118,45
176152,20
176234,60
176237,35
176238,10
176259,10
176261,45
176268,60
176282,10
176289,45
176291,35
176305,45
176363,45
176404,25
176554,30
176556,45
176558,45
176567,45
176592,60
176594,35
176637,40
176659,10
176661,45
176733,10
176760,15
176781,45
176782,50
176840,10
176863,45
176874,30
176899,10
176954,50
176999,40
177009,40
177099,45
177108,50
177124,10
177222,45
177225,45
177227,35
177228,35
177257,45
177264,35
177287,35
177303,15
177315,45
177367,30
177465,25
177486,45
177487,10
177629,45
177637,50
177650,45
177697,15
177739,10
177744,45
177780,50
177872,45
177881,35
177884,10
177895,45
177924,35
177925,20
177943,50
177945,10
177953,25
177966,20
177975,25
177982,20
178015,25
178081,25
178083,45
178084,10
178106,35
178153,45
178201,25
178266,15
178310,45
178319,10
178494,45
178507,40
178519,40
178529,40
178538,15
178539,60
178540,25
178610,60
178644,20
178672,10
178684,10
178698,35
178704,25
178752,35
178767,50
178798,10
178803,35
178851,10
178862,40
178863,10
178865,45
178877,20
178921,10
178943,45
178976,25
179027,35
179058,20
179077,60
179082,45
179084,45
179087,10
179177,55
179184,45
179202,50
179417,20
179428,35
179438,35
179534,40
179583,45
179598,35
179648,45
179657,20
179686,35
179700,30
179731,35
179739,10
179782,10
179817,15
179831,10
179834,35
179841,35
179843,15
179925,45
179957,20
180145,10
180363,35
180405,50
180423,40
180562,20
180597,45
180711,45
180822,20
180866,30
181290,45
181617,35
181745,10
181794,35
181904,50
181931,15
181989,10
182012,45
182308,35
182701,60
182826,35
182986,20
183144,10
183257,35
183283,35
183312,60
183322,35
183366,25
183377,45
183524,50
183565,50
183593,35
183602,35
183603,40
183640,50
183666,45
183684,35
183739,35
183791,10
183833,60
183903,45
183920,45
183942,20
184006,10
184009,40
184046,35
184057,45
184101,45
184133,20
184155,45
184157,50
184182,45
184222,UNKNOWN
184237,35
184241,20
184254,40
184256,35
184263,50
184323,25
184378,30
184392,40
184442,10
184449,40
184487,35
184526,30
184551,45
184569,10
184592,45
184603,45
184672,25
184676,45
184702,45
184725,45
184748,20
184785,25
184868,20
184880,20
184899,40
184994,60
184996,25
185003,45
185018,60
185112,45
185119,20
185121,45
185138,45
185164,60
185165,60
185166,45
185177,60
185180,45
185181,30
185195,25
185276,50
185277,10
185289,35
185291,25
185326,25
185334,30
185339,60
185344,15
185345,60
185355,35
185372,25
185375,40
185396,60
185453,60
185517,45
185532,10
185549,60
185554,50
185618,60
185645,25
185654,10
185658,35
185661,45
185664,45
185689,15
185703,25
185769,25
185770,20
185836,35
185881,20
185943,45
185950,20
186019,10
186041,45
186045,35
186061,10
186106,45
186129,45
186152,UNKNOWN
186159,35
186206,10
186276,10
186278,20
186288,50
186310,20
186336,10
186342,45
186353,10
186451,45
186497,35
186501,10
186520,50
186590,40
186607,35
186671,40
186675,50
186683,45
186748,45
186773,15
186783,60
186836,10
186846,10
186876,45
186904,45
186953,35
186962,45
186989,10
186995,45
187040,25
187084,25
187122,50
187128,10
187165,50
187167,10
187215,50
187253,40
187363,25
187406,50
187450,45
187529,15
187550,15
187576,50
187607,45
187625,10
187631,35
187690,60
187697,45
187698,10
187711,30
187714,20
187722,45
187740,45
187766,10
187774,15
187810,10
187812,10
187958,10
187961,10
188255,20
188357,25
188663,10
188856,25
189459,40
189490,20
189567,40
189757,25
190455,45
190590,55
190959,50
194255,35
194256,60
194755,10
194956,45
196159,10
196268,50
196269,35
196355,45
197956,30
198058,25
199356,50
199456,30
200480,50
200512,15
201336,30
201395,45
203480,50
204867,45
207257,35
208068,45
209341,45
209382,15
209410,50
210418,20
211819,55
212340,35
212782,35
212950,55
213288,20
213412,45
216019,45
220211,15
220474,10
220487,20
220546,10
220940,50
221821,20
222111,10
222519,30
223098,35
223732,45
223911,50
224604,25
231016,35
232135,35
232623,35
233491,45
237269,35
238616,55
241216,15
241335,35
242977,45
243174,25
245207,35
247371,10
249158,10
252940,40
253527,35
254096,35
254338,50
254381,35
254399,35
259503,40
260737,20
260774,60
260775,50
260778,35
264265,35
264395,40
264397,45
264414,35
264416,45
264509,10
266214,40
266315,60
266316,35
266319,35
270151,45
270281,15
270705,45
271342,10
271357,35
271607,35
272872,35
273726,10
275264,35
276731,45
277323,20
277812,35
277918,25
278151,10
278153,35
281420,35
282189,10
282608,35
283184,15
284041,45
284745,45
285085,35
285556,35
286396,35
287111,35
287462,10
287882,10
291881,35
294524,15
295786,20
295917,35
296753,45
296944,10
297209,10
297507,25
311524,15
312066,25
313311,60
315629,45
315639,35
316056,20
318005,35
318525,35
319917,35
321764,35
323308,10
323476,35
324684,35
325211,10
325867,35
325942,50
328795,20
328920,15
332179,45
340388,50
345556,35
345764,45
348784,10
353444,35
