srcdate,filing_date,supplier_gvkey,supplier_tic,customer_tic,customer_gvkey,salecs,total_sale,weight_wji,source
2012-03-31,2012-06-06,197956,BNNY,UNFI,063927,35.326,141.304,0.25,both
2012-03-31,2012-04-24,221821,NJDCY,WDC,011399,993.549,8279.578,0.12,both
2012-04-30,2012-06-05,002282,BOBE,KR,006502,,1652.403,,partner_only
2012-04-30,2012-06-13,003647,CULP,LZB,006543,33.078,254.443,0.130002,both
2012-04-30,2012-06-13,003647,CULP,ZZ,008101,25.444,254.443,0.099999,both
2012-04-30,2012-07-12,004900,FEIM,BA,002285,,63.595,,partner_only
2012-04-30,2012-07-12,004900,FEIM,NOC,007985,,63.595,,partner_only
2012-04-30,2012-06-28,007291,MEI,F,004839,86.973,465.095,0.187001,both
2012-04-30,2012-06-28,007291,MEI,GM,005073,86.043,465.095,0.185001,both
2012-04-30,2012-06-05,012379,AMWD,HD,005680,,515.814,,partner_only
2012-04-30,2012-07-10,025623,HITK,CAH,002751,28.012,233.431,0.120001,both
2012-04-30,2012-07-10,025623,HITK,CVS,007241,,233.431,,partner_only
2012-04-30,2012-07-10,025623,HITK,MCK,007171,39.683,233.431,0.169999,both
2012-04-30,2012-07-10,025623,HITK,MDCO,138608,,233.431,,partner_only
2012-04-30,2012-05-23,061591,NTAP,ARW,001773,1035.7,6233.2,0.166159,both
2012-04-30,2012-05-23,061591,NTAP,AVT,001919,753.6,6233.2,0.120901,both
2012-04-30,2012-06-29,065640,CSR,MSFT,012141,,241.936,,partner_only
2012-04-30,,121153,DITC,T,,2.001,16.671,0.120029,ours_only
2012-04-30,2012-06-11,126417,FNSR,CSCO,020779,,952.579,,partner_only
2012-05-31,2012-07-23,008902,RPM,GWW,005256,,3777.416,,partner_only
2012-05-31,2012-07-23,008902,RPM,HD,005680,,3777.416,,partner_only
2012-05-31,2012-07-23,008902,RPM,LOW,006829,,3777.416,,partner_only
2012-05-31,2012-07-23,008902,RPM,WMT,011259,,3777.416,,partner_only
2012-05-31,2012-08-06,010305,TSRI,CS,028838,4.838,45.215,0.107,partner_only
2012-05-31,2012-07-31,062169,LFCR,COST,029028,53.984,317.552,0.170001,both
2012-05-31,,064275,CALM,PUSH.1,,106.859,1113.116,0.096,ours_only
2012-05-31,2012-07-31,064708,SHF,COST,029028,,258.911,,partner_only
2012-05-31,2012-07-19,065286,AEHR,CODE,163772,6.208,15.521,0.399974,both
2012-05-31,2012-07-19,065286,AEHR,TXN,010499,3.415,15.521,0.220024,both
2012-05-31,2012-07-12,141359,RGP,AIG,001487,,571.763,,partner_only
2012-05-31,2012-07-12,141359,RGP,BID,014412,,571.763,,partner_only
2012-05-31,2012-07-12,141359,RGP,CVX,002991,,571.763,,partner_only
2012-05-31,2012-07-12,141359,RGP,F,004839,,571.763,,partner_only
2012-05-31,2012-07-12,141359,RGP,GM,005073,,571.763,,partner_only
2012-05-31,2012-07-12,141359,RGP,MET,133768,,571.763,,partner_only
2012-05-31,2012-07-12,141359,RGP,MKTAY,006972,,571.763,,partner_only
2012-06-30,2012-08-06,001635,ANEN,LMT,006774,19.744,147.346,0.133998,both
2012-06-30,2012-08-06,001635,ANEN,NOC,007985,,147.346,,partner_only
2012-06-30,2012-08-06,001635,ANEN,RELL,009125,,147.346,,partner_only
2012-06-30,2012-08-06,001635,ANEN,RTN,008972,21.07,147.346,0.142997,both
2012-06-30,2012-08-09,002393,BGGSQ,DE,003835,92.744,2066.533,0.044879,both
2012-06-30,2012-08-09,002393,BGGSQ,SHLDQ,006307,,2066.533,,partner_only
2012-06-30,2012-08-02,002751,CAH,CVS,007241,23661.44,107552.0,0.22,both
2012-06-30,2012-08-02,002751,CAH,WBA,011264,22585.92,107552.0,0.21,both
2012-06-30,2012-08-09,004340,ELX,IBM,006066,185.655,501.769,0.370001,both
2012-06-30,2012-08-22,006109,IRF,ARW,001773,114.514,1050.588,0.109,both
2012-06-30,,006433,KBAL,BAYRY,,5.0,1142.061,0.004378,ours_only
2012-06-30,2012-07-25,006565,LRCX,TSM,201395,,2665.192,,partner_only
2012-06-30,2012-09-24,007034,MARPS,EXXIQ,282189,0.038,3.756,0.010117,both
2012-06-30,2012-08-28,007092,CCUR,TWC,176404,,60.297,,partner_only
2012-06-30,2012-08-09,009273,RGLD,GG,015037,31.407,263.054,0.119394,both
2012-06-30,2012-08-09,009273,RGLD,TECK,010385,64.075,263.054,0.243581,both
2012-06-30,2012-08-13,010247,SYY,WEN,003708,1663.345,42380.939,0.039247,both
2012-06-30,2012-07-24,012216,LLTC,ARW,001773,164.661,1266.621,0.13,both
2012-06-30,2012-09-21,013765,NAII,MTEX,112968,13.884,72.822,0.190657,both
2012-06-30,2012-07-26,014256,MXIM,AVT,001919,312.459,2403.529,0.13,both
2012-06-30,2012-08-03,017101,IMGN,AMGN,001602,4.907,16.357,0.299994,both
2012-06-30,,017101,IMGN,BAYRY,,2.454,16.357,0.150028,ours_only
2012-06-30,2012-08-03,017101,IMGN,LLY,006730,,16.357,,partner_only
2012-06-30,2012-08-03,017101,IMGN,NVS,101310,2.617,16.357,0.159993,both
2012-06-30,2012-08-03,017101,IMGN,SNY,101204,3.762,16.357,0.229993,both
2012-06-30,2012-08-29,022053,MCF,COP,008549,39.44,179.272,0.220001,both
2012-06-30,2012-08-29,022053,MCF,EPD,112876,25.098,179.272,0.14,partner_only
2012-06-30,2012-08-29,022053,MCF,XOM,004503,19.72,179.272,0.11,both
2012-06-30,2012-09-06,022632,LCINQ,CAH,002751,14.759,122.99,0.120002,both
2012-06-30,2012-09-06,022632,LCINQ,MCK,007171,11.069,122.99,0.089999,both
2012-06-30,2012-09-05,023195,MTRX,BP,002410,72.196,739.046,0.097688,both
2012-06-30,2012-09-05,023195,MTRX,ENB,006135,79.169,739.046,0.107123,both
2012-06-30,2012-09-04,023577,TBACQ,KSS,025283,15.288,117.601,0.129999,both
2012-06-30,2012-08-23,024755,JBSS,TGT,003813,105.086,700.575,0.15,both
2012-06-30,2012-08-23,024755,JBSS,WMT,011259,147.121,700.575,0.21,both
2012-06-30,2012-09-18,024890,MSON,COV,177264,1.484,16.297,0.09106,both
2012-06-30,2012-09-04,025676,PRCP,GM,005073,12.623,57.379,0.219993,partner_only
2012-06-30,,025776,SFEG,FCX,,2.306,11.532,0.199965,ours_only
2012-06-30,,025776,SFEG,SAND,,1.269,11.532,0.110042,ours_only
2012-06-30,2012-08-07,027794,WOLF,ARW,001773,209.638,1164.658,0.18,both
2012-06-30,2012-09-10,029086,PTN,AZN,028272,0.074,0.074,1.0,both
2012-06-30,2012-08-22,029609,HAIN,UNFI,063927,248.084,1378.247,0.18,both
2012-06-30,2012-08-07,031567,STRT,F,004839,33.854,279.234,0.121239,both
2012-06-30,,031567,STRT,FIATY1,,90.796,279.234,0.325161,ours_only
2012-06-30,2012-08-07,031567,STRT,GM,005073,64.588,279.234,0.231304,both
2012-06-30,2012-08-14,061567,EL,M,004611,1048.1,9715.7,0.107877,both
2012-06-30,2012-08-07,065739,PSEM,AVT,001919,24.684,137.135,0.179998,both
2012-06-30,2012-07-31,066393,MRCY,LMT,006774,36.739,244.929,0.149999,both
2012-06-30,2012-07-31,066393,MRCY,NOC,007985,41.638,244.929,0.17,both
2012-06-30,2012-07-31,066393,MRCY,RTN,008972,53.884,244.929,0.219998,both
2012-06-30,2012-08-15,112095,MIPS,BRCM,066708,38.804,86.231,0.450001,both
2012-06-30,2012-08-01,119574,EXTR,SCSC,029910,41.954,322.722,0.13,both
2012-06-30,2012-08-01,119574,EXTR,TECD,012171,,322.722,,partner_only
2012-06-30,2012-08-15,121257,GEG,MSFT,012141,15.05,15.05,1.0,both
2012-06-30,2012-07-31,133944,OCLR,ALU,101352,,385.458,,partner_only
2012-06-30,2012-07-31,133944,OCLR,CIEN,064356,,385.458,,partner_only
2012-06-30,2012-07-31,133944,OCLR,TLAB,010420,,385.458,,partner_only
2012-06-30,2012-08-29,138467,LTRX,IM,063919,7.715,45.382,0.170001,both
2012-06-30,2012-08-29,138467,LTRX,TECD,012171,4.538,45.382,0.099996,both
2012-06-30,2012-08-16,140030,OPLK,TLAB,010420,,174.928,,partner_only
2012-06-30,2012-08-13,141197,ARRY.1,AMGN,001602,28.946,85.135,0.340001,both
2012-06-30,2012-08-13,141197,ARRY.1,CELG,013599,5.959,85.135,0.069995,both
2012-06-30,2012-08-02,142814,SYNA,DELL,014489,,548.228,,partner_only
2012-06-30,2012-08-02,142814,SYNA,IEC,005831,,548.228,,partner_only
2012-06-30,2012-08-02,142814,SYNA,LGI,160288,,548.228,,partner_only
2012-06-30,2012-08-02,142814,SYNA,SONY,009818,,548.228,,partner_only
2012-06-30,2012-08-02,142814,SYNA,STRN.1,010213,,548.228,,partner_only
2012-06-30,,149998,QMDT,DSCI,,0.371,0.998,0.371743,ours_only
2012-06-30,2012-07-30,150937,STX,DELL,014489,2241.0,14939.0,0.15001,partner_only
2012-06-30,2012-07-30,150937,STX,LSI.1,006529,4.0,14939.0,0.000268,both
2012-06-30,2012-07-30,150937,STX,MEA,160474,2838.0,14939.0,0.189973,partner_only
2012-06-30,2012-07-30,150937,STX,MSFT,012141,54.0,14939.0,0.003615,both
2012-06-30,2012-08-08,162907,SGI.1,AMZN,064768,120.478,752.987,0.16,both
2012-06-30,2012-09-05,163877,PIKE,DUK,004093,116.479,685.169,0.17,both
2012-06-30,2012-08-20,179583,FN,EMKR,064637,,564.732,,partner_only
2012-06-30,2012-08-20,179583,FN,FNSR,126417,56.473,564.732,0.1,both
2012-06-30,2012-08-20,179583,FN,OCLR,133944,67.768,564.732,0.12,both
2012-06-30,2012-08-20,179583,FN,TCCO,010364,399.343,564.732,0.707137,partner_only
2012-06-30,2012-07-26,184101,TNAV,F,004839,26.221,218.507,0.120001,both
2012-06-30,2012-07-26,184101,TNAV,S.4,010984,80.848,218.507,0.370002,both
2012-06-30,2012-08-09,186683,FIO,AAPL,001690,89.837,359.349,0.249999,both
2012-06-30,2012-09-18,200480,MANU,AON,003221,,502.454,,partner_only
2012-06-30,2012-09-24,253527,EYPT,PFE,008530,0.754,3.526,0.21384,both
2012-06-30,2012-08-08,282189,EXXIQ,XOM,004503,482.259,1303.403,0.37,both
2012-07-31,2012-10-11,002942,CMD,DVA,061483,26.422,386.49,0.068364,both
2012-07-31,2012-08-27,004036,DCI,CAT,002817,,2502.348,,partner_only
2012-07-31,2012-08-28,004115,DY,CHTR,126136,78.073,1201.119,0.065,both
2012-07-31,2012-08-28,004115,DY,CMCSA,003226,151.341,1201.119,0.126,both
2012-07-31,,004115,DY,T,,164.553,1201.119,0.137,ours_only
2012-07-31,2012-08-28,004115,DY,TWC,176404,55.251,1201.119,0.046,both
2012-07-31,2012-08-28,004115,DY,VZ,002136,135.726,1201.119,0.113,both
2012-07-31,2012-08-29,006532,XCRA,ATML,023767,5.285,132.134,0.039997,both
2012-07-31,2012-08-29,006532,XCRA,SPIR.1,009954,29.069,132.134,0.219996,partner_only
2012-07-31,2012-08-29,006532,XCRA,TXN,010499,27.748,132.134,0.209999,both
2012-07-31,2012-10-11,008105,ODC,CLX,003121,16.848,240.681,0.070001,both
2012-07-31,2012-09-12,008304,PLL.1,GE,005047,230.967,2671.656,0.086451,partner_only
2012-07-31,2012-09-12,008304,PLL.1,STM,031142,311.846,2671.656,0.116724,partner_only
2012-07-31,,018386,STRP,T,,0.124,0.553,0.224231,ours_only
2012-07-31,,018386,STRP,VZ,,0.09,0.553,0.162749,ours_only
2012-07-31,2012-09-11,063927,UNFI,LOW,006829,,5236.021,,partner_only
2012-07-31,2012-09-11,063927,UNFI,SWY,009359,,5236.021,,partner_only
2012-07-31,2012-09-11,063927,UNFI,WFM,024893,1884.968,5236.021,0.36,both
2012-07-31,2012-10-12,064848,KMG,INTC,006008,51.813,272.7,0.19,both
2012-07-31,2012-10-10,125360,SCMR,VZ,002136,6.874,57.285,0.119997,both
2012-07-31,,129469,EONC,1737B,,3.518,22.497,0.156376,ours_only
2012-07-31,2012-12-07,163627,DMND,COST,029028,117.77,981.418,0.12,both
2012-07-31,2012-10-01,165179,SURG.2,SYK,010115,10.398,60.014,0.17326,both
2012-07-31,2012-08-23,176781,ARUN,ALU,101352,,516.769,,partner_only
2012-07-31,2012-08-23,176781,ARUN,AVT,001919,72.864,516.769,0.140999,both
2012-07-31,2012-08-23,176781,ARUN,SCSC,029910,110.589,516.769,0.214001,both
2012-08-31,2012-09-27,007343,MU,HPQ,005606,663.0,8292.0,0.079957,both
2012-08-31,2012-09-27,007343,MU,INTC,006008,995.0,8292.0,0.119995,both
2012-08-31,2012-10-15,011234,WDFC,TSCO,029736,0.6,342.784,0.00175,both
2012-08-31,2012-10-17,011302,WSCI,FTI.1,142811,5.131,32.456,0.158091,both
2012-08-31,2012-11-20,019209,NTIC,USA,014729,14.58,22.782,0.639979,partner_only
2012-08-31,2012-09-25,028195,JBL,AAPL,001690,2229.752,17151.941,0.13,both
2012-08-31,2012-09-25,028195,JBL,CSCO,020779,1715.194,17151.941,0.1,both
2012-08-31,2012-10-11,178538,ZEP,HD,005680,,653.533,,partner_only
2012-09-30,2012-12-13,001533,APFC,GILD,024856,,187.341,,partner_only
2012-09-30,2012-11-15,001860,ATW,NBL,007912,137.135,787.421,0.174157,both
2012-09-30,2012-10-31,003157,COHR.1,STM,031142,373.969,769.088,0.48625,partner_only
2012-09-30,,003533,CNIG,EAS2,,0.348,19.437,0.017904,ours_only
2012-09-30,,003533,CNIG,GLW,,1.142,19.437,0.058754,ours_only
2012-09-30,2012-11-15,005581,HP,MRO,007017,315.18,3151.802,0.1,both
2012-09-30,2012-11-08,005791,HTCH,STX,150937,24.859,248.589,0.1,partner_only
2012-09-30,2012-11-08,005791,HTCH,WDC,011399,64.633,248.589,0.259999,both
2012-09-30,2012-10-30,006268,JCI,F,004839,,41955.0,,partner_only
2012-09-30,2012-10-30,006268,JCI,GM,005073,,41955.0,,partner_only
2012-09-30,2012-11-08,006509,KLIC,AMKR,110039,,791.023,,partner_only
2012-09-30,2012-11-08,006509,KLIC,STM,031142,,791.023,,partner_only
2012-09-30,2012-11-08,007346,MSCC,GE,005047,212.293,1012.495,0.209673,partner_only
2012-09-30,,007525,MNR.2,1737B,,0.109,63.114,0.001727,ours_only
2012-09-30,2012-12-12,007525,MNR.2,CAT,002817,1.169,63.114,0.018522,both
2012-09-30,,007525,MNR.2,FDX1,,27.202,63.114,0.430998,ours_only
2012-09-30,2012-12-12,007525,MNR.2,HD,005680,0.883,63.114,0.013991,partner_only
2012-09-30,2012-12-12,007525,MNR.2,MFB,163879,0.444,63.114,0.007035,both
2012-09-30,2012-12-12,007525,MNR.2,RUSHA,063000,0.574,63.114,0.009095,partner_only
2012-09-30,2012-12-12,007525,MNR.2,SHW,009667,0.628,63.114,0.00995,partner_only
2012-09-30,2012-11-02,007549,MOG.A,BA,002285,263.06,2469.536,0.106522,both
2012-09-30,2012-12-04,008864,ASYS,YGEHY,177629,5.708,81.539,0.070003,partner_only
2012-09-30,2012-11-08,009916,SPAN,CAH,002751,4.645,76.146,0.061001,both
2012-09-30,2012-11-08,009916,SPAN,MCK,007171,5.11,76.146,0.067108,both
2012-09-30,2012-11-13,011580,WWD,CAT,002817,,1865.627,,partner_only
2012-09-30,2012-11-08,012433,VIVO,CAH,002751,32.771,173.542,0.188836,both
2012-09-30,2012-12-05,012926,FRPH,MUR,007620,19.867,127.514,0.155803,both
2012-09-30,2012-10-24,012945,PLXS,JNPR,121718,369.077,2306.732,0.16,both
2012-09-30,2012-11-01,013824,FICO,EFX,004423,,676.423,,partner_only
2012-09-30,2013-03-21,016269,ENTA,NVS,101310,35.567,41.706,0.852803,both
2012-09-30,,017553,MODN,AMGN,,8.426,84.258,0.100002,ours_only
2012-09-30,,017553,MODN,MRK,,11.796,84.258,0.139999,ours_only
2012-09-30,,018086,MNKTQ,CAH,,390.678,2056.2,0.19,ours_only
2012-09-30,,018086,MNKTQ,MCK,,287.868,2056.2,0.14,ours_only
2012-09-30,2012-12-11,019433,PHX,DVN,014934,4.082,48.045,0.084962,both
2012-09-30,2012-12-11,019433,PHX,SWN,009904,6.123,48.045,0.127443,both
2012-09-30,2012-12-12,019911,WMCO,CAT,002817,6.437,64.372,0.099997,both
2012-09-30,2012-12-12,019911,WMCO,PCAR,008253,8.368,64.372,0.129994,both
2012-09-30,,019912,CORI,AGRX,,3.014,42.86,0.070322,ours_only
2012-09-30,,023224,ESE,PCG1,,7.3,688.403,0.010604,ours_only
2012-09-30,2012-11-15,023587,HAYN,GE,005047,229.913,579.561,0.396702,partner_only
2012-09-30,2012-12-04,024803,VTSS,ALU,101352,,119.483,,partner_only
2012-09-30,2012-12-04,024803,VTSS,CIEN,064356,,119.483,,partner_only
2012-09-30,2012-12-04,024803,VTSS,CSCO,020779,,119.483,,partner_only
2012-09-30,,024803,VTSS,NUHC,,16.13,119.483,0.134998,ours_only
2012-09-30,2012-12-11,025536,CENTA,HD,005680,123.082,1700.013,0.072401,partner_only
2012-09-30,2012-12-11,025536,CENTA,PETM,028648,111.693,1700.013,0.065701,both
2012-09-30,2012-10-30,028139,SANM,ALU,101352,,6093.334,,partner_only
2012-09-30,,029634,WRLS.1,ADT,,20.593,79.847,0.257906,ours_only
2012-09-30,2012-11-08,031477,AZTA,AMAT,001704,67.529,519.451,0.130001,both
2012-09-30,,031673,COR,MHS,,13513.231,79489.596,0.17,ours_only
2012-09-30,2012-12-28,031748,HAUP,BBY,002184,4.598,44.64,0.103002,both
2012-09-30,,065399,MTOR,NAV,,486.0,4418.0,0.110005,ours_only
2012-09-30,,065399,MTOR,VLVLY,,972.0,4418.0,0.220009,ours_only
2012-09-30,2012-12-27,065905,NOTV,GILD,024856,2.059,28.208,0.072993,both
2012-09-30,2012-12-27,065905,NOTV,PFE,008530,0.959,28.208,0.033997,both
2012-09-30,2012-11-06,066588,SRDX,JNJ,006266,,51.928,,partner_only
2012-09-30,2012-11-06,066588,SRDX,MDT,007228,9.866,51.928,0.189994,both
2012-09-30,2012-11-08,102422,SPPJY,UFS,176760,,6347.0,,partner_only
2012-09-30,2012-10-24,121077,FFIV,IM,063919,190.06,1377.247,0.138,both
2012-09-30,,135844,ISSC,AMR1,,1.229,24.578,0.050004,ours_only
2012-09-30,2012-12-05,135844,ISSC,FDX,004598,3.441,24.578,0.140003,both
2012-09-30,2012-12-18,151161,OFI,SWY,009359,27.214,194.389,0.139998,both
2012-09-30,2012-11-05,154434,MSPD,ALU,101352,,141.006,,partner_only
2012-09-30,2012-11-05,154434,MSPD,AVT,001919,29.611,141.006,0.209998,both
2012-09-30,2012-11-05,154434,MSPD,BOLT.1,002295,36.662,141.006,0.260003,partner_only
2012-09-30,2012-11-05,154434,MSPD,CSCO,020779,,141.006,,partner_only
2012-09-30,2012-11-08,162354,DLB,MSFT,012141,129.677,926.264,0.14,both
2012-09-30,,166482,MWA,FERG,,91.0,1023.9,0.088876,ours_only
2012-09-30,2012-11-28,170527,POST,WMT,011259,204.0,958.9,0.212744,both
2012-09-30,2012-11-16,174876,SIRO,HSIC,061494,146.903,979.351,0.15,partner_only
2012-09-30,2012-11-13,187714,WAIR,BA,002285,69.859,776.206,0.090001,both
2012-09-30,2012-11-13,187714,WAIR,EMBJ,213288,,776.206,,partner_only
2012-09-30,2012-11-13,187714,WAIR,LMT,006774,,776.206,,partner_only
2012-09-30,2012-11-13,187714,WAIR,NOC,007985,,776.206,,partner_only
2012-09-30,2012-11-13,187714,WAIR,RTN,008972,,776.206,,partner_only
2012-09-30,2012-11-13,187740,MTSI,F,004839,48.352,302.203,0.159998,both
2012-09-30,2012-11-13,187740,MTSI,RELL,009125,54.397,302.203,0.180002,both
2012-09-30,2012-11-20,187958,NRGM,ED,003413,26.572,189.8,0.14,both
2012-10-31,,005763,UBA,1231B,,1.437,92.049,0.015611,ours_only
2012-10-31,2012-12-13,005763,UBA,BBBY,147868,2.806,92.049,0.030484,both
2012-10-31,2012-12-13,005763,UBA,CVS,007241,1.711,92.049,0.018588,partner_only
2012-10-31,2012-12-13,005763,UBA,SPLS.1,015521,1.848,92.049,0.020076,both
2012-10-31,2012-12-04,013200,PLAB,INTC,006008,,450.439,,partner_only
2012-10-31,2012-12-04,013200,PLAB,MU,007343,,450.439,,partner_only
2012-10-31,2012-12-04,013200,PLAB,MX,233491,,450.439,,partner_only
2012-10-31,2012-12-04,013200,PLAB,TXN,010499,,450.439,,partner_only
2012-10-31,2012-12-04,013200,PLAB,UMC,209341,,450.439,,partner_only
2012-10-31,,014102,NDZ,5591B,,51.8,244.84,0.211567,ours_only
2012-10-31,2012-12-05,024975,SNPS,INTC,006008,184.382,1756.017,0.105,both
2012-10-31,,025430,FCEL,PCG1,,1.206,120.603,0.01,ours_only
2012-10-31,,028518,SHLOQ,FIATY1,,111.354,586.074,0.19,ours_only
2012-10-31,2012-12-20,028518,SHLOQ,GM,005073,143.588,586.074,0.245,both
2012-10-31,2013-01-14,029962,LMNR,CVGW,147708,9.546,65.828,0.145014,both
2012-10-31,,064356,CIEN,T,,248.123,1833.923,0.135296,ours_only
2012-10-31,2013-01-14,122916,RGTPQ,GME,145049,14.551,132.287,0.109996,both
2012-10-31,2013-01-14,122916,RGTPQ,TGT,003813,14.552,132.287,0.110003,both
2012-10-31,2013-01-14,122916,RGTPQ,WMT,011259,23.812,132.287,0.180003,both
2012-11-30,2013-02-11,005018,AJRD,LMT,006774,318.368,994.9,0.32,both
2012-11-30,2013-02-11,005018,AJRD,RTN,008972,368.113,994.9,0.37,both
2012-11-30,2013-01-24,007146,MKC,PEP,008479,442.0,4014.2,0.110109,both
2012-11-30,2013-01-23,008101,ZZ,COST,029028,,1347.87,,partner_only
2012-11-30,2013-02-28,011930,CAWW,CVS,007241,4.785,53.386,0.08963,both
2012-11-30,2013-02-28,011930,CAWW,DG,004016,1.063,53.386,0.019912,both
2012-11-30,2013-02-28,011930,CAWW,RADCQ,009155,4.254,53.386,0.079684,both
2012-11-30,2013-02-28,011930,CAWW,TGT,003813,2.127,53.386,0.039842,both
2012-11-30,2012-12-13,012540,ADBE,IM,063919,484.404,4403.677,0.11,both
2012-11-30,2013-02-21,023062,JOEZ,JWN,007922,26.457,118.642,0.222999,both
2012-11-30,2013-02-21,023062,JOEZ,M,004611,17.559,118.642,0.148,both
2012-11-30,2013-01-10,156155,SNX,BBY,002184,,10285.507,,partner_only
2012-11-30,2013-01-10,156155,SNX,NSIT,031453,,10285.507,,partner_only
2012-11-30,2013-01-10,160629,XRTX.1,DELL,014489,254.958,1158.898,0.22,partner_only
2012-11-30,2013-01-10,160629,XRTX.1,EMC.2,012053,,1158.898,,partner_only
2012-11-30,2013-01-10,160629,XRTX.1,IBM,006066,150.657,1158.898,0.13,both
2012-11-30,2013-01-10,160629,XRTX.1,NTAP,061591,440.381,1158.898,0.38,both
2012-11-30,2013-01-10,160629,XRTX.1,WDC,011399,,1158.898,,partner_only
2012-12-31,2013-01-23,001602,AMGN,CAH,002751,3245.0,17265.0,0.187953,both
2012-12-31,2013-01-23,001602,AMGN,MCK,007171,5898.0,17265.0,0.341616,both
2012-12-31,2013-02-21,001634,ANLY,CVX,002991,7.405,105.79,0.069997,both
2012-12-31,2013-02-21,001634,ANLY,IBM,006066,7.405,105.79,0.069997,both
2012-12-31,2013-02-21,001634,ANLY,LTS,065717,3.174,105.79,0.030003,partner_only
2012-12-31,,001682,APAGF,PZE,,2.425,133.263,0.018197,ours_only
2012-12-31,2013-03-19,002222,SVNTQ,CAH,002751,3.496,18.023,0.193974,both
2012-12-31,2013-03-19,002222,SVNTQ,MCK,007171,3.334,18.023,0.184986,both
2012-12-31,2013-01-24,002403,BMY,CAH,002751,3765.04,17621.0,0.213668,both
2012-12-31,2013-01-24,002403,BMY,MCK,007171,4557.68,17621.0,0.25865,both
2012-12-31,2013-01-24,002444,BC,HZO,111103,160.416,3717.6,0.04315,both
2012-12-31,2013-02-28,002497,MTZ,DTV.2,012206,633.554,3726.789,0.17,both
2012-12-31,2013-02-28,002497,MTZ,DUK,004093,,3726.789,,partner_only
2012-12-31,2013-02-28,002497,MTZ,ENB,006135,,3726.789,,partner_only
2012-12-31,,002735,CPTP,AVB,,0.404,8.156,0.049534,ours_only
2012-12-31,2013-01-28,002817,CAT,AME,001598,6043.0,65875.0,0.091734,partner_only
2012-12-31,2013-02-12,003107,CLF,MT,065248,938.553,5872.7,0.159816,partner_only
2012-12-31,,003153,CDE,MITSY,,65.6,895.492,0.073256,ours_only
2012-12-31,2013-01-30,003158,COHU,INTC,006008,86.253,221.162,0.389999,both
2012-12-31,2013-01-30,003158,COHU,TXN,010499,,221.162,,partner_only
2012-12-31,,003198,CGP1,XEL5,,168.0,398.0,0.422111,ours_only
2012-12-31,2013-01-16,003231,CMA,EXAS,141277,694.0,2681.0,0.258859,partner_only
2012-12-31,2013-01-17,003243,C,MEA,160474,9993.0,96997.0,0.103024,partner_only
2012-12-31,2013-03-12,003275,JCS,VZ,002136,8.34,104.25,0.08,both
2012-12-31,2013-02-25,003429,CTO,BAC,007647,,17.33,,partner_only
2012-12-31,2013-02-25,003429,CTO,BBY,002184,,17.33,,partner_only
2012-12-31,2013-02-25,003429,CTO,BKS,028924,,17.33,,partner_only
2012-12-31,2013-02-25,003429,CTO,BWLD,157218,,17.33,,partner_only
2012-12-31,2013-02-25,003429,CTO,DKS,150139,,17.33,,partner_only
2012-12-31,2013-02-25,003429,CTO,HTSI,009284,,17.33,,partner_only
2012-12-31,2013-02-25,003429,CTO,JPM,002968,,17.33,,partner_only
2012-12-31,2013-02-27,003469,CLR,MRO,007017,499.681,2572.52,0.194238,both
2012-12-31,2013-02-06,003650,CMI,F,004839,,17352.0,,partner_only
2012-12-31,2013-02-06,003650,CMI,PCAR,008253,2232.0,17352.0,0.128631,both
2012-12-31,2013-02-21,003734,DAN,AGCO,025180,,7224.0,,partner_only
2012-12-31,2013-02-21,003734,DAN,CAT,002817,,7224.0,,partner_only
2012-12-31,2013-02-21,003734,DAN,DE,003835,,7224.0,,partner_only
2012-12-31,2013-02-21,003734,DAN,F,004839,1254.0,7224.0,0.173588,both
2012-12-31,2013-02-21,003734,DAN,GM,005073,,7224.0,,partner_only
2012-12-31,2013-02-21,003734,DAN,PCAR,008253,577.92,7224.0,0.08,both
2012-12-31,2013-02-21,003734,DAN,TM,019661,,7224.0,,partner_only
2012-12-31,2013-02-28,003761,DAIO,JBL,028195,,17.085,,partner_only
2012-12-31,,003801,7183B,PCG1,,68.5,680.153,0.100713,ours_only
2012-12-31,,003820,VIEWF,BYDDY,,22.765,785.003,0.029,ours_only
2012-12-31,2013-02-13,003969,DIOD,ON,134932,6.338,633.806,0.01,partner_only
2012-12-31,2013-02-12,004066,OMC,AUTO,119173,1194.43,14219.4,0.084,partner_only
2012-12-31,2013-03-04,004091,DCO,BA,002285,125.598,747.037,0.168128,both
2012-12-31,2013-03-04,004091,DCO,SPR,164494,40.409,747.037,0.054092,partner_only
2012-12-31,2013-04-01,004341,SORL,LNG,029453,1.538,192.217,0.008001,partner_only
2012-12-31,2013-04-01,004341,SORL,SAP,103487,5.767,192.217,0.030003,partner_only
2012-12-31,2013-02-25,004448,ESCA,DKS,150139,26.566,147.589,0.18,both
2012-12-31,2013-02-27,004600,FDML,MEA,160474,2059.0,6664.0,0.308974,partner_only
2012-12-31,,004606,COLE,BJ.1,,19.106,545.125,0.035049,ours_only
2012-12-31,2013-01-22,004685,TRMK,EXAS,141277,40.785,543.213,0.075081,partner_only
2012-12-31,2013-03-07,004740,FUR,IM,063919,,87.341,,partner_only
2012-12-31,2013-03-07,004740,FUR,SE.7,176282,,87.341,,partner_only
2012-12-31,2013-02-20,004818,FLR,XOM,004503,3033.485,27577.135,0.11,both
