srcdate,filing_date,supplier_gvkey,supplier_tic,customer_tic,customer_gvkey,salecs,total_sale,weight_wji,source
2017-12-31,2018-02-27,012761,STKL,WMT,011259,76.776,1279.593,0.06,both
2017-12-31,2018-02-26,012796,CLGX,BAC,007647,205.474,1851.117,0.111,both
2017-12-31,2018-02-26,012833,DKL,SUN,012892,48.427,538.075,0.09,both
2017-12-31,2018-03-07,012926,FRPH,VMC,011228,5.874,43.191,0.136001,both
2017-12-31,2018-02-13,013125,DOC,AMGN,001602,55.778,1859.279,0.03,both
2017-12-31,2018-02-13,013125,DOC,BKD,164652,148.742,1859.279,0.08,both
2017-12-31,2018-02-13,013125,DOC,EXAS,141277,135.763,1859.279,0.073019,partner_only
2017-12-31,,013189,CDR,BJ.1,,1.683,146.008,0.011527,ours_only
2017-12-31,2018-02-08,013189,CDR,DLTR,031587,2.43,146.008,0.016643,both
2017-12-31,2018-02-08,013189,CDR,HD,005680,2.101,146.008,0.01439,partner_only
2017-12-31,2018-02-08,013189,CDR,KSS,025283,1.113,146.008,0.007623,both
2017-12-31,,013189,CDR,PETM,,0.971,146.008,0.00665,ours_only
2017-12-31,2018-02-08,013189,CDR,PLNT,024861,1.202,146.008,0.008232,both
2017-12-31,,013189,CDR,SPLS.1,,1.75,146.008,0.011986,ours_only
2017-12-31,,013431,BRY,ANDV,,159.117,412.387,0.385844,ours_only
2017-12-31,,013431,BRY,PSX,,144.673,412.387,0.350819,ours_only
2017-12-31,2018-01-25,013562,BDN,CMCSA,003226,13.405,513.3,0.026115,both
2017-12-31,2018-01-25,013562,BDN,FMC,004510,10.054,513.3,0.019587,both
2017-12-31,2018-02-14,013579,EQC,ECHO,179957,8.483,366.951,0.023118,both
2017-12-31,2018-02-14,013579,EQC,EXAS,141277,30.172,366.951,0.082224,partner_only
2017-12-31,2018-02-14,013579,EQC,GRPN,187363,12.151,366.951,0.033113,both
2017-12-31,,013579,EQC,LVLT,,4.127,366.951,0.011247,ours_only
2017-12-31,2018-02-14,013579,EQC,RMAX,018578,7.566,366.951,0.020619,both
2017-12-31,,013579,EQC,WSTC,,5.961,366.951,0.016245,ours_only
2017-12-31,2018-01-25,013599,CELG,CVS,007241,1625.375,13003.0,0.125,both
2017-12-31,2018-01-25,013599,CELG,MCK,007171,1560.36,13003.0,0.12,both
2017-12-31,2018-02-22,013683,TELFY,IT,012441,925.694,63033.751,0.014686,partner_only
2017-12-31,2018-03-01,013700,XRAY,HSIC,061494,599.01,3993.4,0.15,partner_only
2017-12-31,2018-02-08,013839,CBM,GILD,024856,184.604,535.006,0.34505,both
2017-12-31,,014043,PCAR1,SWFT,,69.93,672.4,0.104001,ours_only
2017-12-31,2018-01-31,014140,SAN,ALTA,023698,10.82,83371.368,0.00013,partner_only
2017-12-31,2018-02-28,014304,AKRXQ,CAH,002751,150.547,841.045,0.179,both
2017-12-31,2018-02-28,014304,AKRXQ,MCK,007171,222.877,841.045,0.265,both
2017-12-31,,014359,PXD,SXL,,741.16,5294.0,0.14,ours_only
2017-12-31,2018-02-06,014359,PXD,XOM,004503,,5294.0,,partner_only
2017-12-31,2018-02-07,014401,ITIC,EXAS,141277,26.546,161.832,0.164034,partner_only
2017-12-31,2018-02-08,014538,TEVA,MCK,007171,3581.6,22385.0,0.16,both
2017-12-31,2018-02-13,014793,ARCH,MT,065248,,2324.623,,partner_only
2017-12-31,2018-02-13,014793,ARCH,SO,009850,,2324.623,,partner_only
2017-12-31,2018-02-13,014793,ARCH,X,023978,,2324.623,,partner_only
2017-12-31,2018-03-07,014794,CMT,PCAR,008253,29.413,161.673,0.181929,both
2017-12-31,2018-03-07,014794,CMT,STAR,015142,39.768,161.673,0.245978,partner_only
2017-12-31,,014794,CMT,VLVLY,,35.716,161.673,0.220915,ours_only
2017-12-31,2018-02-07,014824,CINF,EXAS,141277,112.0,5732.0,0.019539,partner_only
2017-12-31,2018-02-07,014824,CINF,OHI,025633,455.0,5732.0,0.079379,partner_only
2017-12-31,,015027,TORM,BASFY,,5.52,38.966,0.141662,ours_only
2017-12-31,2018-03-30,015087,LWAY,UNFI,063927,16.645,118.893,0.14,both
2017-12-31,2018-02-20,015111,RPT.1,ASNAQ,004072,2.762,264.647,0.010437,both
2017-12-31,2018-02-20,015111,RPT.1,BBBY,147868,5.378,264.647,0.020321,both
2017-12-31,2018-02-20,015111,RPT.1,BBY,002184,2.93,264.647,0.011071,both
2017-12-31,2018-02-20,015111,RPT.1,DKS,150139,6.517,264.647,0.024625,partner_only
2017-12-31,2018-02-20,015111,RPT.1,DLTR,031587,1.999,264.647,0.007553,both
2017-12-31,,015111,RPT.1,JAS,,1.951,264.647,0.007372,ours_only
2017-12-31,2018-02-20,015111,RPT.1,KSS,025283,1.442,264.647,0.005449,both
2017-12-31,,015111,RPT.1,PETM,,3.082,264.647,0.011646,ours_only
2017-12-31,,015111,RPT.1,PNRA,,1.477,264.647,0.005581,ours_only
2017-12-31,2018-02-20,015111,RPT.1,ROST,009248,3.32,264.647,0.012545,both
2017-12-31,,015111,RPT.1,SPLS.1,,1.731,264.647,0.006541,ours_only
2017-12-31,,015111,RPT.1,WFM,,2.343,264.647,0.008853,ours_only
2017-12-31,,015212,CAPL,CST,,153.67,2014.89,0.076267,ours_only
2017-12-31,2018-01-31,015396,SXCP,FELPQ,170639,,845.6,,partner_only
2017-12-31,2018-01-31,015396,SXCP,X,023978,214.1,845.6,0.253193,both
2017-12-31,2018-03-01,015539,PRTK,ZAIS,023363,7.443,12.616,0.589965,partner_only
2017-12-31,2018-04-13,016026,SDLPQ,BP,002410,640.931,1128.4,0.568,both
2017-12-31,2018-04-13,016026,SDLPQ,CVX,002991,89.144,1128.4,0.079,both
2017-12-31,2018-04-13,016026,SDLPQ,XOM,004503,250.505,1128.4,0.222,both
2017-12-31,2018-01-26,016101,ABBV,CAH,002751,,28216.0,,partner_only
2017-12-31,2018-01-26,016101,ABBV,MCK,007171,,28216.0,,partner_only
2017-12-31,2018-02-21,016116,CONE,MSFT,012141,119.236,672.0,0.177435,both
2017-12-31,2018-03-07,016125,XRN,EHC,012589,5.311,30.344,0.175026,both
2017-12-31,2018-03-07,016125,XRN,EXAS,141277,8.429,30.344,0.277781,partner_only
2017-12-31,2018-02-15,016188,CGNX,AAPL,001690,157.07,747.95,0.210001,both
2017-12-31,2018-02-15,016225,WES,APC.1,011923,1371.497,2248.356,0.61,both
2017-12-31,2018-01-26,016477,LEA,F,004839,3745.461,20467.0,0.183,both
2017-12-31,2018-01-26,016477,LEA,FCAU,015172,,20467.0,,partner_only
2017-12-31,2018-02-26,016486,BCC,HD,005680,,4431.991,,partner_only
2017-12-31,2018-02-13,016597,LSCC,ARW,001773,92.631,385.961,0.240001,both
2017-12-31,2018-03-01,016720,AAMCF,RESI.1,016700,18.16,18.16,1.0,both
2017-12-31,,016745,PRTA,RHHBY,,27.519,27.519,1.0,ours_only
2017-12-31,2018-03-29,016775,CIA,EXAS,141277,2.096,252.627,0.008297,partner_only
2017-12-31,2018-02-09,017101,IMGN,AMGN,001602,0.017,115.447,0.000147,both
2017-12-31,2018-02-09,017101,IMGN,CTMX,026112,15.008,115.447,0.129999,both
2017-12-31,2018-02-09,017101,IMGN,LLY,006730,1.154,115.447,0.009996,partner_only
2017-12-31,2018-02-09,017101,IMGN,NVS,101310,0.18,115.447,0.001559,both
2017-12-31,,017101,IMGN,RHHBY,,27.707,115.447,0.239998,ours_only
2017-12-31,2018-02-09,017101,IMGN,SNY,101204,36.0,115.447,0.311831,both
2017-12-31,2018-02-22,017287,SBSW,TIF,013646,29.613,3710.028,0.007982,both
2017-12-31,,017408,NVGS,BAK,,49.268,298.595,0.164999,ours_only
2017-12-31,2018-02-27,017550,HAWK,AAPL,001690,249.94,2231.606,0.112,both
2017-12-31,2018-02-08,017556,BPY,AEO,030059,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,AMZN,064768,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,ANF,063643,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,ASNAQ,004072,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,BMO,015580,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,EXPRQ,184323,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,FL,011584,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,LUXTY,020196,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,MS,012124,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,RY,015633,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,SIG,015520,,6135.0,,partner_only
2017-12-31,2018-02-08,017556,BPY,SU,015070,,6135.0,,partner_only
2017-12-31,2018-02-06,017626,AHH,BBBY,147868,1.677,309.848,0.005412,both
2017-12-31,2018-02-06,017626,AHH,DKS,150139,0.84,309.848,0.002711,partner_only
2017-12-31,2018-02-06,017626,AHH,HD,005680,2.237,309.848,0.00722,partner_only
2017-12-31,,017626,AHH,PETM,,1.438,309.848,0.004641,ours_only
2017-12-31,,017626,AHH,SWY,,0.821,309.848,0.00265,ours_only
2017-12-31,2018-02-06,017626,AHH,WMK,011343,0.802,309.848,0.002588,both
2017-12-31,2018-02-26,017628,EMESQ,EPEGQ,018660,,364.302,,partner_only
2017-12-31,2018-03-05,017653,ADMA,COR,031673,,15.761,,partner_only
2017-12-31,2018-03-05,017653,ADMA,MCK,007171,,15.761,,partner_only
2017-12-31,2018-03-05,017653,ADMA,SNY,101204,7.056,15.761,0.447687,both
2017-12-31,2018-02-21,017998,BLUE,CELG,013599,22.207,35.427,0.626838,both
2017-12-31,2018-02-21,017998,BLUE,NVS,101310,10.1,35.427,0.285093,both
2017-12-31,2018-03-05,018003,PGEM,HD,005680,112.955,2056.303,0.054931,partner_only
2017-12-31,2018-03-07,018009,NSTGQ,CELG,013599,0.2,114.905,0.001741,both
2017-12-31,2018-03-07,018009,NSTGQ,LRCX,006565,3.7,114.905,0.032201,both
2017-12-31,2018-03-07,018009,NSTGQ,MRK,007257,27.0,114.905,0.234977,both
2017-12-31,,018071,REXR,DNDNQ,,1.516,161.366,0.009395,ours_only
2017-12-31,,018071,REXR,FDX1,,2.42,161.366,0.014997,ours_only
2017-12-31,2018-02-27,018086,MNKTQ,CAH,002751,,3221.6,,partner_only
2017-12-31,2018-02-27,018086,MNKTQ,MCK,007171,,3221.6,,partner_only
2017-12-31,,018103,CMRF,DG,,16.661,424.095,0.039286,ours_only
2017-12-31,,018103,CMRF,DKS,,8.856,424.095,0.020882,ours_only
2017-12-31,,018103,CMRF,PETM,,11.319,424.095,0.02669,ours_only
2017-12-31,2018-02-28,018145,DOC.5,EXAS,141277,46.85,343.767,0.136284,partner_only
2017-12-31,2018-02-28,018145,DOC.5,MAIN,178529,1.298,343.767,0.003776,partner_only
2017-12-31,2018-02-28,018145,DOC.5,OHI,025633,13.225,343.767,0.038471,partner_only
2017-12-31,2018-02-14,018159,AGIO,CELG,013599,43.011,43.011,1.0,both
2017-12-31,2018-03-07,018161,CNAT,NVS,101310,35.377,35.377,1.0,both
2017-12-31,2018-02-27,018204,ANIP,CAH,002751,35.368,176.842,0.199998,both
2017-12-31,2018-02-27,018204,ANIP,MCK,007171,51.284,176.842,0.289999,both
2017-12-31,2018-03-15,018235,SAEXQ,CVX,002991,,127.022,,partner_only
2017-12-31,2018-03-01,018315,PGEN,EDGE.2,026273,,230.981,,partner_only
2017-12-31,2018-03-01,018315,PGEN,FCSC,021132,7.344,230.981,0.031795,both
2017-12-31,2018-03-01,018315,PGEN,OGEN,154605,2.02,230.981,0.008745,both
2017-12-31,2018-02-12,018383,BRX,BBBY,147868,10.411,1283.926,0.008109,both
2017-12-31,2018-02-12,018383,BRX,BBY,002184,8.262,1283.926,0.006435,both
2017-12-31,2018-02-12,018383,BRX,BIGGQ,012123,9.394,1283.926,0.007317,both
2017-12-31,2018-02-12,018383,BRX,BURL,018675,12.883,1283.926,0.010034,both
2017-12-31,2018-02-12,018383,BRX,DKS,150139,7.43,1283.926,0.005787,both
2017-12-31,2018-02-12,018383,BRX,DLTR,031587,18.372,1283.926,0.014309,both
2017-12-31,2018-02-12,018383,BRX,EXAS,141277,110.084,1283.926,0.08574,partner_only
2017-12-31,2018-02-12,018383,BRX,MAIN,178529,1.872,1283.926,0.001458,partner_only
2017-12-31,2018-02-12,018383,BRX,MIK,007316,6.841,1283.926,0.005328,partner_only
2017-12-31,2018-02-12,018383,BRX,OHI,025633,40.546,1283.926,0.03158,partner_only
2017-12-31,,018383,BRX,PETM,,9.39,1283.926,0.007314,ours_only
2017-12-31,,018383,BRX,PUSH.1,,15.723,1283.926,0.012246,ours_only
2017-12-31,2018-02-12,018383,BRX,ROST,009248,10.555,1283.926,0.008221,both
2017-12-31,,018383,BRX,SPLS.1,,7.022,1283.926,0.005469,ours_only
2017-12-31,2018-02-27,018430,FPRX,BMY,002403,35.7,39.508,0.903614,both
2017-12-31,2018-02-06,018468,PAGP,MPC,186989,4982.37,26223.0,0.19,both
2017-12-31,2018-02-06,018468,PAGP,PSX,170841,2884.53,26223.0,0.11,both
2017-12-31,2018-02-06,018468,PAGP,XOM,004503,2884.53,26223.0,0.11,both
2017-12-31,2018-02-20,018494,IRT,EXAS,141277,14.276,161.195,0.088564,partner_only
2017-12-31,,018509,IPWR,SHCAY,,0.182,1.212,0.150165,ours_only
2017-12-31,2018-02-27,018510,XLRN,CELG,013599,13.481,13.481,1.0,both
2017-12-31,2018-03-05,018562,FATE,JUNO,022230,4.106,4.106,1.0,both
2017-12-31,2018-02-21,018564,AAOI,AMZN,064768,135.344,382.329,0.353999,both
2017-12-31,2018-02-21,018564,AAOI,CSCO,020779,18.352,382.329,0.048001,both
2017-12-31,2018-02-21,018564,AAOI,MSFT,012141,52.761,382.329,0.137999,both
2017-12-31,2018-02-15,018626,GLOB,EA,016721,,413.439,,partner_only
2017-12-31,2018-02-15,018626,GLOB,GOOGL,160329,,413.439,,partner_only
2017-12-31,,018630,RNG,T,,55.168,501.526,0.11,ours_only
2017-12-31,2018-02-27,018658,MGNX,INCY,029127,151.432,157.742,0.959998,both
2017-12-31,,018677,PEGI,SRE4,,55.12,411.344,0.134,ours_only
2017-12-31,2018-02-21,018850,ESBA,COTY,012151,15.486,712.468,0.021736,both
2017-12-31,2018-02-21,018850,ESBA,FL,011584,6.225,712.468,0.008737,both
2017-12-31,2018-02-21,018850,ESBA,KT,133104,4.593,712.468,0.006447,partner_only
2017-12-31,2018-02-21,018850,ESBA,LM,006653,6.228,712.468,0.008741,both
2017-12-31,,018850,ESBA,LNKD,,14.034,712.468,0.019698,ours_only
2017-12-31,2018-02-21,018850,ESBA,ONDK,022165,5.822,712.468,0.008172,both
2017-12-31,2018-02-21,018850,ESBA,PVH,008551,9.679,712.468,0.013585,both
2017-12-31,2018-02-21,018850,ESBA,SSTK,003382,5.59,712.468,0.007846,both
2017-12-31,2018-02-21,018850,ESBA,TRI,015704,4.851,712.468,0.006809,both
2017-12-31,2018-02-21,018850,ESBA,URBN,029150,6.831,712.468,0.009588,both
2017-12-31,2018-02-05,018868,OCIP,MEOH,013971,137.33,343.325,0.4,both
2017-12-31,2018-02-27,018938,XNCR,ALXN,062263,1.0,35.711,0.028003,both
2017-12-31,2018-02-27,018938,XNCR,AMGN,001602,16.2,35.711,0.453642,both
2017-12-31,2018-02-27,018938,XNCR,NVS,101310,2.3,35.711,0.064406,both
2017-12-31,,018952,DTLAP,BAC,,6.858,306.322,0.022388,ours_only
2017-12-31,,018952,DTLAP,SRE2,,9.581,306.322,0.031278,ours_only
2017-12-31,,018952,DTLAP,TGT,,0.604,306.322,0.001972,ours_only
2017-12-31,2018-02-27,019025,SCTL,LCINQ,022632,,71.834,,partner_only
2017-12-31,2018-02-27,019025,SCTL,NVS,101310,28.734,71.834,0.400006,both
2017-12-31,2018-02-27,019025,SCTL,PTXTQ,184487,,71.834,,partner_only
2017-12-31,2018-02-27,019171,RSPP,PSX,170841,,803.708,,partner_only
2017-12-31,,019171,RSPP,WNR,,168.779,803.708,0.21,ours_only
2017-12-31,2018-03-22,019184,CELPQ,EPD,112876,,286.342,,partner_only
2017-12-31,,019394,BMTM,AMZN,,1.314,3.681,0.356968,ours_only
2017-12-31,,019394,BMTM,EBAY,,1.237,3.681,0.33605,ours_only
2017-12-31,2018-02-28,019516,IBP,MHO,012615,,1132.927,,partner_only
2017-12-31,2018-02-07,019518,KN,AAPL,001690,138.814,730.6,0.19,both
2017-12-31,,019518,KN,STJ,,10.68,730.6,0.014618,ours_only
2017-12-31,2018-03-01,019526,FPI,EXAS,141277,0.473,46.61,0.010148,partner_only
2017-12-31,2018-02-27,019582,CTRE,ENSG,178803,57.7,132.982,0.433893,partner_only
2017-12-31,2018-02-27,019582,CTRE,EXAS,141277,24.072,132.982,0.181017,partner_only
2017-12-31,2018-02-27,019582,CTRE,OHI,025633,17.928,132.982,0.134815,partner_only
2017-12-31,2018-03-06,019602,TBCH,BBY,002184,,149.135,,partner_only
2017-12-31,,019784,EGRX,CEPH,,186.999,236.707,0.790002,ours_only
2017-12-31,2018-02-26,019784,EGRX,MDCO,138608,4.734,236.707,0.019999,partner_only
2017-12-31,2018-02-28,019800,CPLG,EXAS,141277,205.932,980.63,0.21,partner_only
2017-12-31,,019855,IVT,BBBY,,2.961,255.254,0.0116,ours_only
2017-12-31,,019855,IVT,BBY,,7.388,255.254,0.028944,ours_only
2017-12-31,,019855,IVT,PETM,,5.862,255.254,0.022965,ours_only
2017-12-31,,019965,POPE,IFSPF,,11.979,99.823,0.120002,ours_only
2017-12-31,2018-03-12,019966,CMCT,EXAS,141277,16.31,236.376,0.069,partner_only
2017-12-31,2018-03-12,019966,CMCT,P,186520,7.153,236.376,0.030261,both
2017-12-31,2018-02-26,019998,MEDP,CBAY,019600,0.6,436.152,0.001376,both
2017-12-31,2018-02-22,020020,CVEO,IMO,005903,,382.276,,partner_only
2017-12-31,2018-03-19,020128,CMCM,BIDU,164532,84.107,764.606,0.11,both
2017-12-31,2018-03-19,020128,CMCM,GOOGL,160329,116.22,764.606,0.152,both
2017-12-31,2018-03-06,020129,MTLS,SYK,010115,,171.401,,partner_only
2017-12-31,2018-03-06,020129,MTLS,ZBH,144559,,171.401,,partner_only
2017-12-31,2018-03-14,020204,ICON.1,KSS,025283,20.325,225.833,0.09,both
2017-12-31,2018-03-14,020204,ICON.1,TGT,003813,20.325,225.833,0.09,both
2017-12-31,2018-02-27,020233,TBPH,CAH,002751,4.308,15.386,0.279995,both
2017-12-31,2018-02-27,020233,TBPH,MCK,007171,3.539,15.386,0.230014,both
2017-12-31,2018-02-21,020344,WPGGQ,BBBY,147868,,759.517,,partner_only
2017-12-31,2018-02-21,020344,WPGGQ,BBY,002184,,759.517,,partner_only
2017-12-31,2018-02-21,020344,WPGGQ,DKS,150139,,759.517,,partner_only
2017-12-31,2018-02-21,020344,WPGGQ,FL,011584,,759.517,,partner_only
2017-12-31,2018-02-21,020344,WPGGQ,KSS,025283,,759.517,,partner_only
2017-12-31,2018-02-21,020344,WPGGQ,M,004611,,759.517,,partner_only
2017-12-31,2018-02-21,020344,WPGGQ,SHLDQ,006307,,759.517,,partner_only
2017-12-31,2018-02-21,020344,WPGGQ,SIG,015520,15.492,759.517,0.020397,both
2017-12-31,2018-02-21,020344,WPGGQ,TGT,003813,,759.517,,partner_only
2017-12-31,2018-03-19,020496,ATTOF,TELFY,013683,760.566,1940.22,0.392,both
2017-12-31,2018-02-20,020502,RYAM,EMN,029392,192.267,961.333,0.2,both
2017-12-31,2018-02-28,020513,MR,EMESQ,017628,65.222,383.659,0.17,partner_only
2017-12-31,2018-02-28,020513,MR,MPC,186989,38.366,383.659,0.1,both
2017-12-31,2018-02-06,020534,VNOM,RSPP,019171,36.837,172.033,0.214128,partner_only
2017-12-31,2018-02-01,020644,GPRO,BBY,002184,176.961,1179.741,0.15,both
2017-12-31,2018-02-22,020653,DEN,MPC,186989,108.967,1115.848,0.097654,both
2017-12-31,2018-03-12,020659,AMPH,CAH,002751,55.24,240.175,0.229999,both
2017-12-31,2018-03-12,020659,AMPH,MCK,007171,64.847,240.175,0.269999,both
2017-12-31,2018-03-12,020659,AMPH,MNKD,160340,3.2,240.175,0.013324,both
2017-12-31,2018-02-15,020748,ANET,MSFT,012141,263.39,1646.186,0.16,both
2017-12-31,2018-03-08,020959,PLYM,GE,005047,1.448,24.818,0.058345,partner_only
2017-12-31,2018-03-08,020959,PLYM,LQDT,166213,1.003,24.818,0.040414,both
2017-12-31,2018-03-08,020959,PLYM,MAIN,178529,1.053,24.818,0.042429,partner_only
2017-12-31,2018-03-08,020959,PLYM,OHI,025633,7.237,24.818,0.291603,partner_only
2017-12-31,2018-03-08,020959,PLYM,PIRRQ,008579,1.783,24.818,0.071843,partner_only
2017-12-31,2018-02-15,021002,CYBR,ORANY,220940,,261.701,,partner_only
2017-12-31,2018-02-26,021004,LNTH,CAH,002751,39.765,331.378,0.119999,both
2017-12-31,2018-02-26,021165,ICDIQ,DVN,014934,15.301,90.007,0.169998,both
2017-12-31,2018-02-26,021165,ICDIQ,PXD,014359,9.901,90.007,0.110003,partner_only
2017-12-31,2018-02-26,021165,ICDIQ,RSPP,019171,14.401,90.007,0.159999,partner_only
2017-12-31,,021232,NTN,BWLD,,8.678,21.274,0.407916,ours_only
2017-12-31,2018-02-26,021431,CRC,ANDV,010466,,2006.0,,partner_only
2017-12-31,2018-02-13,021503,KMPR,EXAS,141277,190.96,2698.6,0.070763,partner_only
2017-12-31,,021522,VYNE,BAYRY,,3.529,3.669,0.961842,ours_only
2017-12-31,2018-02-15,021604,PGRE,MS,012124,19.124,734.265,0.026045,both
2017-12-31,2018-03-08,021627,CALA,INCY,029127,25.955,25.955,1.0,both
2017-12-31,2018-02-22,021630,STOR,CHUX,022829,,457.447,,partner_only
2017-12-31,2018-03-18,021635,AFMDQ,GEMP,027201,0.24,2.416,0.099338,partner_only
2017-12-31,2018-02-20,021816,TVPT,AXP,001447,,2447.279,,partner_only
2017-12-31,2018-02-20,021816,TVPT,DAL,003851,,2447.279,,partner_only
2017-12-31,2018-02-20,021816,TVPT,DB,015576,,2447.279,,partner_only
2017-12-31,2018-02-20,021816,TVPT,HERZ,030232,,2447.279,,partner_only
2017-12-31,2018-02-20,021816,TVPT,IHG,020067,,2447.279,,partner_only
2017-12-31,2018-02-20,021816,TVPT,LTM,220487,,2447.279,,partner_only
2017-12-31,2018-02-21,021834,TUSK,GPOR,026069,207.449,691.496,0.3,both
2017-12-31,2018-02-21,021867,MRT.4,EXAS,141277,35.614,61.114,0.582747,partner_only
2017-12-31,2018-02-27,021901,KYNB,AZN,028272,108.759,125.668,0.865447,both
2017-12-31,2018-02-23,022025,SNR,EXAS,141277,30.233,449.13,0.067315,partner_only
2017-12-31,2018-02-23,022025,SNR,OHI,025633,11.112,449.13,0.024741,partner_only
2017-12-31,2018-03-09,022053,MCF,COP,008549,40.215,78.545,0.511999,both
2017-12-31,2018-02-15,022124,LMRK,S.4,010984,5.15,54.212,0.094997,both
2017-12-31,2018-02-15,022124,LMRK,TMUS,017874,6.343,54.212,0.117004,both
2017-12-31,2018-02-15,022124,LMRK,VZ,002136,4.825,54.212,0.089002,both
2017-12-31,2018-02-08,022178,HDP,MSFT,012141,13.091,261.81,0.050002,both
2017-12-31,2018-03-08,022180,UFABQ,F,004839,19.282,175.288,0.110002,both
2017-12-31,2018-03-08,022180,UFABQ,FCAU,015172,22.787,175.288,0.129997,both
2017-12-31,2018-03-08,022180,UFABQ,GM,005073,24.54,175.288,0.139998,both
2017-12-31,2018-02-07,022207,TBI,AMZN,064768,55.193,2508.771,0.022,both
2017-12-31,2018-03-01,022230,JUNO,CELG,013599,86.09,111.871,0.769547,both
2017-12-31,2018-03-01,022230,JUNO,NVS,101310,25.131,111.871,0.224643,both
2017-12-31,,022284,SND,RICE.,,37.184,137.212,0.270997,ours_only
2017-12-31,,022284,SND,USWS,,13.996,137.212,0.102003,ours_only
2017-12-31,,022405,BRX1,BBBY,,10.411,1283.926,0.008109,ours_only
2017-12-31,,022405,BRX1,BBY,,8.262,1283.926,0.006435,ours_only
2017-12-31,,022405,BRX1,BIGGQ,,9.394,1283.926,0.007317,ours_only
2017-12-31,,022405,BRX1,BURL,,12.883,1283.926,0.010034,ours_only
2017-12-31,,022405,BRX1,DKS,,7.43,1283.926,0.005787,ours_only
2017-12-31,,022405,BRX1,DLTR,,18.372,1283.926,0.014309,ours_only
2017-12-31,,022405,BRX1,PETM,,9.39,1283.926,0.007314,ours_only
2017-12-31,,022405,BRX1,PRTYQ,,7.452,1283.926,0.005804,ours_only
2017-12-31,,022405,BRX1,PUSH.1,,15.723,1283.926,0.012246,ours_only
2017-12-31,,022405,BRX1,ROST,,10.555,1283.926,0.008221,ours_only
2017-12-31,,022405,BRX1,SPLS.1,,7.022,1283.926,0.005469,ours_only
2017-12-31,2018-02-01,022439,CUROQ,EXAS,141277,246.69,963.633,0.256,partner_only
2017-12-31,2018-02-14,022459,UE,BBY,002184,10.701,409.29,0.026145,both
2017-12-31,,022459,UE,BJ.1,,8.232,409.29,0.020113,ours_only
2017-12-31,2018-02-14,022459,UE,HD,005680,22.327,409.29,0.054551,partner_only
2017-12-31,2018-02-14,022459,UE,KSS,025283,10.206,409.29,0.024936,both
2017-12-31,2018-02-14,022459,UE,LOW,006829,13.759,409.29,0.033617,both
2017-12-31,,022459,UE,PETM,,8.127,409.29,0.019856,ours_only
2017-12-31,2018-02-14,022459,UE,SHLDQ,006307,8.32,409.29,0.020328,both
2017-12-31,2018-02-14,022459,UE,WMT,011259,18.965,409.29,0.046336,both
2017-12-31,2018-03-09,022590,PVLA,AZN,028272,19.769,25.275,0.782156,both
2017-12-31,,022590,PVLA,RHHBY,,3.516,25.275,0.13911,ours_only
2017-12-31,2018-03-28,022604,ASND,SNY,101204,,1.839,,partner_only
2017-12-31,2018-03-01,022674,DEA,EXAS,141277,12.525,130.673,0.09585,partner_only
2017-12-31,2018-02-20,022709,ONCE,PFE,008530,12.066,12.066,1.0,both
2017-12-31,2018-02-26,023002,CRK.5,EOG,016478,38.3,255.331,0.150001,both
2017-12-31,2018-03-01,023077,UNIT,WINMQ,174490,685.192,916.032,0.748,both
2017-12-31,2018-02-07,023084,BHE,AMAT,001704,248.183,2466.811,0.100609,both
2017-12-31,2018-02-07,023084,BHE,IBM,006066,284.636,2466.811,0.115386,both
2017-12-31,2018-02-26,023092,VLRXQ,CAH,002751,4.98,20.245,0.245987,both
2017-12-31,2018-02-26,023092,VLRXQ,MCK,007171,7.754,20.245,0.383008,both
2017-12-31,,023119,SEDG,SCTY.1,,18.211,607.045,0.029999,ours_only
2017-12-31,2018-02-26,023147,NSA,EXAS,141277,26.579,265.791,0.1,partner_only
2017-12-31,2018-02-22,023220,OA,ASA,001062,1048.08,4764.0,0.22,partner_only
2017-12-31,2018-02-07,023226,INUV,GOOGL,160329,8.274,79.554,0.104005,partner_only
2017-12-31,2018-03-14,023291,BIOLQ,HSIC,061494,1.877,46.926,0.039999,partner_only
2017-12-31,2018-02-21,023407,BPMC,ALXN,062263,16.2,21.426,0.756091,both
2017-12-31,,023407,BPMC,RHHBY,,5.2,21.426,0.242696,ours_only
2017-12-31,2018-02-06,023537,CCR,DUK,004093,,315.336,,partner_only
2017-12-31,2018-02-22,023556,CHCT,OHI,025633,4.565,37.414,0.122013,partner_only
2017-12-31,2018-02-26,023753,DORM,AZO,023809,,903.221,,partner_only
2017-12-31,2018-02-26,023753,DORM,GPC,005125,,903.221,,partner_only
2017-12-31,2018-02-26,023753,DORM,ORLY,028180,,903.221,,partner_only
